customer,state,response,coverage,education,employment_status,location_code,policy,renew_offer_type,sales_channel,vehicle_class
SE50560,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
YL65673,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WK65741,California,No,Basic,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
GZ77449,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Direct,Luxury Car
OF49789,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
YX54093,Arizona,No,Basic,Bachelor or College,Unemployed,Rural,Personal,Offer 3-4,Direct,Normal Car
TD19026,California,No,Basic,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
XT67997,California,Yes,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WP65749,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
YT91759,California,Yes,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
YH20696,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
NS14955,Oregon,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
UH79028,Nevada,Yes,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
JM89095,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
NK26146,Washington,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
HE99696,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
HH15953,California,No,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 3-4,Direct,Normal Car
ZO30377,California,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
VZ23007,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
DF74270,Nevada,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Medium-Class Car
SE47384,California,No,Extended,Bachelor or College,Employed,Suburban,Special,Offer 3-4,Direct,Medium-Class Car
CS84396,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
OQ20827,California,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 3-4,Indirect,Luxury Car
VU47281,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
BN62219,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
TP39671,Arizona,No,Extended,Bachelor or College,Unemployed,Rural,Personal,Offer 1-2,Direct,Normal Car
HX33134,Arizona,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
UR49989,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
VU48786,Washington,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
QM46642,California,No,Basic,Bachelor or College,Other status,Rural,Special,Offer 1-2,Direct,Normal Car
TG60853,Nevada,Yes,Extended,Doctor or Master,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
CV40610,California,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
HI98447,Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
QD86271,Arizona,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
ZD75163,Nevada,No,Premium,High School or Below,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Luxury Car
LB98130,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
VZ16820,Washington,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
YE24562,California,Yes,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
IH78357,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
TH96263,Nevada,No,Extended,High School or Below,Employed,Urban,Personal,Offer 1-2,Indirect,Medium-Class Car
DC31768,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
YO81676,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
MQ79612,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car
ZZ77357,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
OE88763,California,Yes,Premium,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
XP39695,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
QC28119,Oregon,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
AZ29426,California,No,Basic,Bachelor or College,Unemployed,Suburban,Special,Offer 1-2,Direct,Normal Car
RI46607,California,Yes,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
OJ63606,Arizona,No,Premium,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
TQ89058,Nevada,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
IW78492,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
WE88728,Arizona,No,Premium,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
PJ74689,Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
ZI86917,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Luxury Car
IJ71609,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
FP17993,Arizona,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
EC28398,Oregon,Yes,Basic,Doctor or Master,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
ZX85480,Washington,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
JP27787,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
NH24429,Arizona,No,Basic,Doctor or Master,Employed,Suburban,Special,Offer 1-2,Indirect,Normal Car
QU58523,Arizona,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
EZ39383,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
IR74017,Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Medium-Class Car
DH68234,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
TZ37274,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
QG67362,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
TN36916,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car
FL74984,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
FV15346,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
JV12632,Washington,No,Extended,Doctor or Master,Unemployed,Urban,Corporate,Offer 3-4,Direct,Normal Car
TF64196,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Indirect,Normal Car
PC27174,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
RL28880,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FG46631,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Indirect,Normal Car
PB29715,California,No,Extended,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
ZV42323,California,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
YS49138,California,No,Premium,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
XJ34057,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
NJ54277,California,Yes,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
RL64888,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
UM28580,Oregon,Yes,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
TO87218,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
YQ79307,Washington,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
KZ80383,Arizona,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
TS78649,Arizona,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
QX84389,California,No,Basic,Doctor or Master,Employed,Suburban,Corporate,Offer 3-4,Direct,Medium-Class Car
WC26700,California,No,Premium,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
JR26812,Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
QD17769,Oregon,No,Basic,High School or Below,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
VA89404,California,No,Basic,Doctor or Master,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
ZR41880,Nevada,No,Extended,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
XK49057,California,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
ZM52280,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car
UX93878,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
WY65854,Oregon,No,Extended,Bachelor or College,Unemployed,Rural,Personal,Offer 3-4,Direct,Normal Car
ES97823,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
CX34236,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
CQ81839,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
ES97399,Nevada,No,Extended,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
GL44478,Oregon,No,Extended,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
ML79788,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
KZ67768,Nevada,No,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
XU67970,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
IQ40799,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
BV80674,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
TH72397,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
EC13382,Oregon,Yes,Basic,Doctor or Master,Other status,Urban,Corporate,Offer 1-2,Direct,Normal Car
LE30774,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Luxury Car
RA14734,Arizona,Yes,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
IY31142,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
CK29372,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
KD70601,Washington,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 3-4,Indirect,Normal Car
QN76596,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Medium-Class Car
XI62151,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
ZQ37702,California,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
GE13332,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
LZ84227,Arizona,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
EX97404,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
RQ99149,California,No,Basic,Doctor or Master,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
UP57305,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
IC82877,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
JO63956,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
MD47500,California,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
OW31837,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Indirect,Medium-Class Car
OY20177,Oregon,No,Extended,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
LZ10377,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
UB17669,Nevada,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
DP77737,Oregon,Yes,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
QT39597,Arizona,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
MQ74051,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
MN98042,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
XJ60303,California,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
GU42671,Arizona,No,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
DK26322,Washington,No,Basic,High School or Below,Other status,Suburban,Special,Offer 1-2,Indirect,Medium-Class Car
NT75612,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
AX28231,Washington,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
GA89827,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
UX91266,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
UC10048,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
CY90231,Nevada,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
QD26729,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
RZ98310,Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
VJ73478,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
KR29524,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
ID58813,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car
SL98898,Nevada,Yes,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
LH90819,California,No,Basic,Doctor or Master,Employed,Rural,Corporate,Offer 3-4,Direct,Medium-Class Car
OL55220,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
YU90693,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
NM70181,Oregon,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
ZU30804,California,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
ZT31931,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
BS29584,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
SX63814,Arizona,No,Premium,High School or Below,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
YL81070,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car
RW24925,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
FB84409,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
YP38413,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
ZE53116,Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
SU95720,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
UM94104,Oregon,No,Basic,High School or Below,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
ET64307,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
XD32841,Oregon,No,Premium,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
SI90461,Washington,No,Extended,High School or Below,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car
RV75918,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
DZ64604,California,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
WF98532,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
GQ15613,Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
XU63766,Oregon,No,Basic,Bachelor or College,Unemployed,Urban,Personal,Offer 1-2,Direct,Normal Car
VU35401,Nevada,No,Basic,High School or Below,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
NH95163,Oregon,No,Premium,Bachelor or College,Other status,Urban,Personal,Offer 1-2,Indirect,Normal Car
CD55111,California,No,Extended,Doctor or Master,Employed,Rural,Corporate,Offer 1-2,Indirect,Normal Car
TQ73797,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
CC43119,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Indirect,Normal Car
CD38665,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car
JM30137,Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car
CJ29883,Arizona,Yes,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
LJ35581,Washington,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
DL11519,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Special,Offer 1-2,Direct,Medium-Class Car
AK11719,California,No,Basic,Doctor or Master,Unemployed,Urban,Corporate,Offer 3-4,Direct,Normal Car
YL91288,California,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
XV53746,California,No,Basic,High School or Below,Employed,Suburban,Special,Offer 1-2,Direct,Normal Car
HU57895,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
MI95708,Arizona,No,Premium,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
AX45422,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
KT92231,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
BM53580,Oregon,No,Extended,Bachelor or College,Unemployed,Rural,Personal,Offer 1-2,Direct,Normal Car
ZB32409,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
XA21742,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
RD22761,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
PZ10136,Oregon,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
OG62048,California,No,Basic,Doctor or Master,Other status,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
IH23596,California,No,Basic,Bachelor or College,Unemployed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
HE72629,Arizona,No,Extended,Bachelor or College,Unemployed,Rural,Personal,Offer 1-2,Direct,Normal Car
KW52549,Arizona,Yes,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
OZ82391,California,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
HH22446,Nevada,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
HW16019,Oregon,No,Basic,Bachelor or College,Other status,Rural,Personal,Offer 3-4,Indirect,Normal Car
IS30186,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
HN45134,Arizona,Yes,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
XI79589,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
LK57294,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
JM88889,California,No,Premium,High School or Below,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
EZ51276,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
JF16295,Oregon,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
XU76821,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
KR62128,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
TG70775,California,Yes,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
XR75319,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
QB26845,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
No94161,California,No,Basic,High School or Below,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
SQ87105,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
XM14899,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
QQ51185,Nevada,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
XW51700,Arizona,No,Basic,High School or Below,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
YK60829,Oregon,Yes,Basic,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
FB68802,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
ON67674,California,Yes,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
MS20849,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
VK94354,Oregon,No,Extended,Doctor or Master,Unemployed,Rural,Special,Offer 1-2,Indirect,Medium-Class Car
PZ53130,California,No,Basic,Bachelor or College,Other status,Urban,Personal,Offer 3-4,Direct,Normal Car
HV75704,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
GU18646,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Direct,Normal Car
LI77073,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Direct,Medium-Class Car
FW43809,Oregon,Yes,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
WC11515,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
ZT52415,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
PH83205,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
GI46001,California,Yes,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
DY27653,Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
GB70718,Arizona,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
YE12395,Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
MA94219,Nevada,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FJ28407,California,Yes,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
CJ72056,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
QU52713,California,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Medium-Class Car
FE20514,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
RY43586,Oregon,No,Basic,Doctor or Master,Other status,Rural,Personal,Offer 1-2,Direct,Normal Car
SK66747,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Luxury Car
SC31713,California,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
TH72420,Oregon,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
FD75102,California,No,Extended,Bachelor or College,Other status,Rural,Personal,Offer 3-4,Indirect,Normal Car
LW75453,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
BS96517,Washington,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
SO55284,Nevada,Yes,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
SD83603,Oregon,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
JQ68425,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Medium-Class Car
VM51572,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
JH58282,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WP23743,California,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
